year,nuts2,nuts3,objective_inequality_index,income_gap,access_to_services,poverty_risk_rate,perceived_injustice,perceived_unfairness,life_satisfaction,economic_optimism,civic_participation,voter_turnout,protest_activity,associational_membership,democratic_trust,institutional_trust,political_efficacy,corruption_perception,media_access_index,local_media_presence,digital_literacy,internet_coverage
2016,SE12,SE121,34.1,17.5,37.9,22.6,44.4,34.6,56.5,44.8,68.0,97.6,90.7,15.6,85.0,95.3,85.6,25.8,68.2,39.5,77.3,87.9
2017,SE12,SE121,41.6,,37.6,20.8,44.9,35.6,54.5,46.3,66.0,95.2,86.9,16.0,85.1,93.3,84.1,22.1,67.4,38.4,75.1,88.6
2018,SE12,SE121,35.2,21.4,34.2,18.5,45.1,36.5,52.7,48.5,50.4,,84.1,16.8,86.5,93.5,,20.6,57.5,41.7,73.2,
2019,SE12,SE121,68.3,,31.7,,44.8,38.9,49.2,,64.0,93.0,81.1,17.8,87.3,95.1,83.5,16.8,68.7,38.6,75.0,92.4
2020,SE12,SE121,35.4,15.7,28.0,18.5,48.0,38.2,46.1,48.2,63.5,91.7,83.9,14.9,82.5,,79.8,14.7,54.8,36.2,73.4,
2021,SE12,SE121,16.4,17.6,,15.1,45.4,41.6,,50.9,89.8,92.3,87.4,,,,,,68.0,40.2,75.3,88.4
2022,SE12,SE121,21.6,21.6,,,48.9,40.4,43.3,50.4,94.9,94.9,,,87.0,96.1,76.2,11.4,70.4,42.9,76.9,91.5
2023,SE12,SE121,34.8,20.0,29.0,13.5,49.9,42.3,41.0,51.5,88.2,91.6,84.7,,82.7,,79.2,13.9,45.2,45.2,,
2024,SE12,SE121,34.6,19.9,29.5,13.5,50.2,42.3,42.3,49.4,90.3,90.3,,,87.1,93.8,77.8,10.3,68.0,42.0,74.4,87.6
2025,SE12,SE121,71.6,,28.4,,48.6,43.8,45.6,52.3,48.6,,80.9,16.3,85.7,95.0,76.0,13.9,69.8,44.7,78.1,86.7
2026,SE12,SE121,36.3,21.0,26.1,14.0,48.7,42.0,44.6,,65.4,92.0,84.5,19.7,87.1,95.8,78.4,,68.8,40.9,75.1,90.3
2016,SE12,SE122,50.4,66.5,65.7,,22.7,32.4,,87.0,21.6,21.6,,,30.4,13.0,71.5,93.3,19.2,,19.2,
2017,SE12,SE122,42.5,62.6,63.4,28.2,30.8,29.6,53.2,83.9,46.6,,46.6,,32.8,16.3,75.4,93.2,62.3,87.6,19.1,80.1
2018,SE12,SE122,49.5,65.6,66.6,,34.6,,50.6,80.2,29.8,25.6,48.8,14.9,34.9,19.9,77.3,92.6,52.1,88.6,15.7,
2019,SE12,SE122,44.0,63.0,63.3,32.2,35.1,31.1,48.7,77.2,29.6,24.8,48.7,15.2,14.4,22.3,,93.4,46.0,,17.6,74.5
2020,SE12,SE122,42.4,63.0,65.1,29.4,35.1,28.7,45.3,78.0,28.5,25.9,46.2,13.3,47.5,24.5,70.6,,58.8,86.2,14.5,75.8
2021,SE12,SE122,44.7,61.2,,28.1,39.8,,43.5,77.0,27.8,27.8,,,16.2,24.5,,92.1,49.8,86.5,13.1,
2022,SE12,SE122,43.0,60.3,,25.8,27.2,29.9,,75.6,19.4,27.3,,11.5,33.3,26.5,64.3,91.0,58.6,83.0,13.6,79.1
2023,SE12,SE122,50.4,62.5,61.8,,39.7,30.7,39.2,72.3,26.2,25.8,42.3,10.5,15.7,25.4,,93.9,44.3,,11.5,77.1
2024,SE12,SE122,50.3,64.0,63.4,,29.9,32.7,,72.9,13.9,,,13.9,60.0,,60.0,,82.7,82.7,,
2025,SE12,SE122,42.2,64.2,62.8,25.1,30.2,33.4,,73.1,36.0,25.8,46.3,,30.7,24.8,62.2,94.9,58.7,80.6,16.1,79.5
2026,SE12,SE122,41.3,66.0,63.5,21.3,43.0,,38.8,75.2,29.8,,45.2,14.4,15.1,26.4,,96.3,47.0,,14.5,79.6
2016,SE12,SE123,46.4,33.7,86.7,92.1,64.0,83.8,78.5,13.4,80.8,74.4,87.1,,81.7,,94.9,31.5,50.4,75.3,35.8,40.0
2017,SE12,SE123,47.4,36.6,90.2,95.8,65.6,86.8,79.8,10.1,83.4,76.3,,90.5,79.5,70.7,96.3,28.4,52.8,78.7,38.7,41.0
2018,SE12,SE123,47.1,39.2,92.8,94.9,51.9,87.3,83.5,,84.5,78.0,84.0,91.5,83.3,,93.0,26.4,62.2,81.8,,42.7
2019,SE12,SE123,46.7,41.5,93.9,92.4,88.0,88.0,,,84.9,75.7,85.9,93.2,75.1,73.1,,22.9,56.8,83.3,41.0,46.0
2020,SE12,SE123,22.4,37.6,92.8,,51.8,89.2,85.6,,89.7,,89.0,90.4,79.9,69.3,89.8,19.4,57.0,81.6,40.8,48.7
2021,SE12,SE123,45.5,40.0,90.2,86.8,64.9,93.0,89.3,8.9,79.7,79.7,,,71.8,66.0,,22.5,44.5,,37.7,51.4
2022,SE12,SE123,45.7,43.8,92.9,86.3,52.4,93.6,88.8,,83.9,78.3,81.9,91.5,76.8,62.3,90.5,22.3,56.2,83.2,36.1,49.2
2023,SE12,SE123,83.7,,,83.7,67.9,97.2,87.9,5.6,87.3,79.6,,95.1,75.8,62.4,91.1,26.2,57.5,82.7,38.2,51.7
2024,SE12,SE123,42.6,44.8,97.6,80.7,94.8,99.2,,9.5,87.6,80.6,,94.6,77.5,64.9,94.1,26.5,57.9,79.6,39.3,54.9
2025,SE12,SE123,43.4,43.1,94.3,81.3,68.8,100.0,87.9,5.8,87.4,84.4,86.1,91.6,78.0,64.6,95.0,25.7,80.6,80.6,,
2026,SE12,SE123,43.2,43.6,93.7,79.8,66.9,96.9,90.1,6.1,86.2,86.2,86.1,,80.2,66.7,93.7,,58.6,80.1,37.1,
2016,SE12,SE124,27.8,43.3,87.7,,65.3,88.2,57.5,,43.9,89.6,39.0,3.1,74.7,96.1,77.7,49.7,57.1,87.4,35.8,48.0
2017,SE12,SE124,26.9,42.6,88.8,,87.4,91.1,,16.3,44.5,89.7,36.8,7.0,65.5,,79.5,48.5,44.0,,37.2,50.9
2018,SE12,SE124,32.3,42.5,87.8,42.3,83.9,,,16.1,19.2,,34.3,4.1,75.6,100.0,77.9,51.1,44.1,,40.4,47.9
2019,SE12,SE124,26.6,,86.1,39.3,87.6,87.7,,12.6,44.9,91.4,35.7,7.5,76.6,100.0,79.1,49.4,65.3,91.9,38.7,
2020,SE12,SE124,30.9,42.4,87.4,37.7,73.7,90.6,60.6,8.9,21.1,,33.3,8.9,75.6,100.0,78.6,51.9,58.6,89.0,35.3,51.5
2021,SE12,SE124,27.3,,84.4,39.0,73.2,88.3,63.1,5.5,47.1,94.3,34.8,12.3,75.0,100.0,79.7,54.6,57.5,87.0,34.5,50.9
2022,SE12,SE124,28.2,,80.5,36.9,74.1,88.6,61.8,4.5,,,,,76.6,100.0,83.1,53.4,58.3,83.2,38.0,53.6
2023,SE12,SE124,46.4,46.4,,,75.2,88.7,61.0,2.0,27.4,,35.0,19.7,88.8,96.9,80.8,,59.3,83.9,39.2,54.9
2024,SE12,SE124,35.3,45.3,78.2,38.8,73.4,85.7,62.7,2.9,47.8,90.9,31.7,20.8,89.6,98.9,80.3,,61.3,87.1,41.9,55.0
2025,SE12,SE124,33.4,47.2,80.4,,73.4,86.0,59.1,6.6,48.0,93.5,32.6,18.0,89.2,100.0,78.4,,47.6,,38.3,56.9
2026,SE12,SE124,35.1,50.5,84.3,39.0,73.6,88.7,60.1,7.9,49.2,93.1,32.8,21.8,100.0,100.0,,,61.7,90.9,40.9,53.4
2016,SE12,SE125,29.6,58.9,87.3,17.2,57.4,89.9,42.5,75.3,42.2,41.4,16.8,68.3,8.6,,8.6,,29.4,37.2,21.5,
2017,SE12,SE125,28.4,59.4,89.2,15.1,71.4,88.0,45.2,,29.8,44.6,15.0,,39.3,23.9,6.4,12.3,51.7,40.7,20.9,93.4
2018,SE12,SE125,10.3,,93.0,13.7,70.0,86.5,46.5,,52.0,41.7,,62.2,38.7,24.1,7.9,15.9,34.0,43.5,24.6,
2019,SE12,SE125,27.7,62.1,95.1,16.0,54.2,90.5,45.8,82.2,37.5,39.4,12.6,60.5,56.0,25.4,,13.4,54.4,46.5,21.2,95.4
2020,SE12,SE125,28.5,63.1,94.1,16.4,57.2,,42.8,,35.2,37.8,9.7,58.0,42.2,26.8,11.0,11.2,70.9,45.8,,96.1
2021,SE12,SE125,14.4,,90.6,19.3,37.4,,46.3,78.9,34.6,35.1,9.1,59.7,58.6,27.5,,10.2,54.9,43.1,22.3,99.3
2022,SE12,SE125,30.4,62.0,89.1,18.2,54.3,89.5,48.6,78.0,34.3,33.8,9.5,59.5,47.6,,8.2,13.1,55.5,44.5,22.0,100.0
2023,SE12,SE125,31.7,65.5,88.5,18.1,53.3,87.1,48.6,78.6,34.3,31.8,7.9,63.2,39.4,25.6,7.6,15.0,54.0,42.8,20.8,98.3
2024,SE12,SE125,31.6,62.8,85.3,17.3,53.7,90.6,50.9,78.7,35.0,35.1,4.2,65.7,18.1,27.3,9.0,,58.2,,16.9,99.5
2025,SE12,SE125,66.7,66.7,,,54.0,90.6,53.4,75.1,34.5,37.5,3.3,62.7,40.8,29.2,6.3,13.2,51.6,37.7,17.2,100.0
2026,SE12,SE125,15.4,,84.9,15.7,56.5,93.4,51.4,72.5,35.5,41.3,4.9,60.2,57.9,28.3,,12.5,52.4,40.3,18.9,98.0
2016,SE21,SE211,59.7,88.5,25.9,16.4,57.2,66.8,23.8,71.4,44.8,9.7,94.7,30.0,43.0,37.5,63.8,72.2,41.5,56.6,63.9,4.0
2017,SE21,SE211,61.1,91.7,22.6,14.1,56.5,65.4,24.4,71.4,91.1,,91.1,,43.4,34.8,64.1,68.7,42.0,59.4,63.1,3.5
2018,SE21,SE211,51.2,91.3,,11.2,56.5,65.1,23.7,71.9,44.2,10.9,90.8,30.9,32.3,35.0,,70.4,44.5,61.8,65.9,5.8
2019,SE21,SE211,48.8,,16.2,13.7,46.8,68.5,,74.9,46.6,13.5,92.4,34.0,50.7,33.9,67.5,,63.7,,63.7,
2020,SE21,SE211,59.9,87.6,20.0,12.1,57.0,68.1,23.7,73.3,47.5,15.9,90.0,36.6,42.6,35.2,64.8,72.3,64.8,,64.8,
2021,SE21,SE211,48.7,85.8,,11.6,50.8,,21.7,76.8,49.3,15.5,93.1,39.4,45.5,,64.5,73.6,68.6,,68.6,
2022,SE21,SE211,60.4,88.7,22.0,14.6,58.0,65.3,18.0,73.4,48.7,14.5,92.2,39.4,30.6,36.2,,74.9,46.4,63.9,70.2,5.0
2023,SE21,SE211,58.8,88.9,25.4,13.0,76.0,68.8,16.8,,54.3,16.4,92.2,,50.3,36.5,64.1,,46.6,62.4,69.5,8.0
2024,SE21,SE211,57.9,91.0,27.7,10.5,57.4,66.5,16.5,77.7,27.2,14.1,,40.2,43.5,,63.9,76.9,6.8,,,6.8
2025,SE21,SE211,57.9,92.2,31.5,13.1,74.4,63.7,14.9,,48.3,14.7,91.6,38.5,43.6,40.0,64.7,73.8,47.9,67.7,69.7,6.4
2026,SE21,SE211,82.7,94.8,29.4,,60.6,66.4,12.7,71.9,50.1,13.4,94.3,42.5,45.4,43.9,65.5,73.3,68.8,65.3,72.4,
2016,SE21,SE212,22.0,,90.9,34.9,45.2,81.5,,91.0,27.2,,38.9,15.6,45.1,16.0,,25.8,36.6,38.5,,34.8
2017,SE21,SE212,37.5,70.2,93.5,35.7,54.1,80.3,24.7,93.3,25.4,,35.5,15.2,32.1,18.7,4.4,26.7,45.5,37.1,68.0,31.3
2018,SE21,SE212,51.9,71.8,,32.0,44.7,80.7,,91.3,34.6,47.6,37.7,18.6,33.3,22.5,6.7,29.3,46.5,33.3,71.9,34.2
2019,SE21,SE212,37.1,69.4,93.5,35.4,54.3,80.4,22.8,94.6,42.0,48.6,35.5,,35.5,25.0,6.8,25.3,43.4,30.7,68.5,31.0
2020,SE21,SE212,40.0,73.2,93.2,,54.7,79.7,24.0,91.7,33.6,52.2,32.1,16.5,50.2,24.5,,24.0,44.1,29.6,69.0,33.8
2021,SE21,SE212,43.1,76.1,89.8,43.0,9.6,,,90.4,44.2,56.1,32.3,,34.9,21.7,3.4,20.4,44.1,29.8,67.1,35.4
2022,SE21,SE212,43.9,73.2,86.0,44.6,76.8,78.9,25.4,,35.0,53.7,32.7,18.7,35.1,23.0,0.6,18.4,44.8,32.3,67.8,34.4
2023,SE21,SE212,42.1,70.9,88.4,43.9,52.0,76.8,26.0,94.7,35.1,53.4,,16.8,42.6,,0.0,14.7,44.8,29.0,70.0,35.3
2024,SE21,SE212,39.6,68.9,91.2,41.0,39.7,75.4,,96.1,28.3,,38.3,18.3,10.2,19.8,0.5,,43.8,25.9,70.2,35.2
2025,SE21,SE212,53.5,67.7,,39.3,51.9,73.9,23.7,94.5,48.1,54.0,42.2,,36.8,21.8,3.5,15.0,45.8,23.9,67.7,
2026,SE21,SE212,10.6,,89.4,,55.5,77.9,20.1,91.3,39.5,55.6,39.2,23.8,35.7,19.3,0.6,12.7,43.5,23.9,71.0,35.5
2016,PT19,PT191,40.2,78.9,77.2,18.9,31.9,37.2,73.5,,52.6,72.4,82.1,3.2,60.5,,28.9,7.8,92.9,,,92.9
2017,PT19,PT191,50.9,82.0,80.3,,31.4,36.3,73.4,,44.1,,84.7,3.4,54.0,35.6,32.6,6.2,36.3,1.8,14.3,92.9
2018,PT19,PT191,48.2,79.8,83.3,,33.8,36.4,69.4,65.5,41.7,,81.4,1.9,53.8,37.8,28.9,5.3,34.4,0.0,13.4,89.7
2019,PT19,PT191,20.5,,,20.5,33.6,,67.9,64.9,50.7,69.3,82.8,0.0,67.2,36.4,,2.0,48.0,3.0,,93.0
2020,PT19,PT191,47.6,79.5,84.2,,38.9,38.9,,,40.5,,79.8,1.2,64.2,33.3,,4.8,37.5,1.0,16.5,94.9
2021,PT19,PT191,35.7,77.8,87.8,17.0,37.5,40.5,65.6,,49.2,68.6,77.0,2.1,53.2,36.6,28.7,5.7,8.8,0.0,17.7,
2022,PT19,PT191,34.2,76.7,91.1,17.0,35.2,39.7,69.3,,50.5,70.7,79.3,1.5,62.1,,28.7,4.4,38.9,0.0,18.5,98.1
2023,PT19,PT191,34.1,74.0,90.9,19.3,34.5,,72.3,58.7,41.0,,81.9,0.0,53.4,39.2,29.2,8.2,41.0,1.7,21.3,100.0
2024,PT19,PT191,33.3,74.6,93.0,18.4,32.6,,73.4,61.4,51.2,73.7,79.8,0.0,54.5,40.9,30.4,7.9,0.2,0.2,,
2025,PT19,PT191,42.1,75.8,91.5,,31.7,38.9,75.5,,50.5,70.5,81.0,0.0,52.3,38.8,28.9,10.7,13.2,0.0,26.4,
2026,PT19,PT191,77.5,77.5,,,34.4,41.5,78.1,60.3,52.4,70.6,84.5,2.2,58.5,,27.5,10.6,0.0,0.0,,
2016,PT19,PT192,48.5,63.9,,33.0,39.7,9.8,58.2,32.5,52.7,45.0,47.4,65.6,44.7,44.7,,,47.8,80.3,50.7,12.4
2017,PT19,PT192,77.7,66.5,11.2,,40.3,7.3,54.5,32.0,53.8,48.6,44.3,68.4,43.0,46.7,,60.6,47.0,81.4,48.2,11.5
2018,PT19,PT192,62.3,66.4,15.1,35.7,57.3,,53.4,31.9,58.2,,47.1,69.4,27.8,44.3,0.0,60.8,27.4,,47.3,7.6
2019,PT19,PT192,76.1,69.0,16.8,,41.0,6.4,53.5,29.9,56.9,52.2,46.5,72.0,28.0,46.2,0.2,62.5,47.5,84.6,48.9,8.9
2020,PT19,PT192,64.5,71.9,16.1,37.6,40.4,3.2,50.2,31.9,56.4,54.1,43.6,71.6,17.5,,1.1,66.1,44.7,82.4,,7.0
2021,PT19,PT192,57.8,,19.1,34.6,66.3,,,33.7,57.8,56.1,46.7,70.7,42.2,48.2,,63.9,45.9,84.8,44.2,8.6
2022,PT19,PT192,76.8,76.3,22.8,,39.7,2.6,50.5,33.0,58.7,54.0,48.2,74.0,29.0,50.0,0.0,62.9,65.0,84.4,45.5,
2023,PT19,PT192,62.8,74.2,20.8,35.0,40.8,4.3,52.1,29.9,64.3,52.3,,76.4,29.7,48.6,0.0,59.6,45.9,86.6,,5.2
2024,PT19,PT192,64.3,71.2,16.9,38.5,41.5,5.3,54.3,26.6,60.4,,47.8,73.0,31.4,51.1,0.0,56.9,46.3,89.9,46.6,2.5
2025,PT19,PT192,77.2,72.0,17.5,,40.4,6.8,55.4,30.3,58.9,58.8,48.8,69.2,43.8,,,56.2,45.3,86.9,47.0,1.9
2026,PT19,PT192,62.3,73.4,18.9,32.4,35.4,4.8,,34.1,60.5,,48.6,72.3,28.5,56.2,0.7,,46.8,89.3,51.0,0.0
2016,PT19,PT193,67.2,97.9,53.3,56.9,64.6,32.1,29.0,9.4,68.2,98.7,31.5,74.5,75.6,77.6,79.4,30.3,40.5,42.9,,38.0
2017,PT19,PT193,78.3,98.4,,58.2,83.5,,25.9,7.1,67.3,96.5,34.3,71.0,80.5,78.4,82.6,,56.3,,78.0,34.6
2018,PT19,PT193,67.2,97.3,52.3,56.5,66.5,32.8,22.3,10.9,67.7,98.9,35.5,68.6,75.9,79.4,,27.6,58.5,,79.4,37.6
2019,PT19,PT193,64.5,95.7,56.3,54.0,66.1,32.7,22.4,11.9,67.6,100.0,34.2,68.6,78.5,79.5,77.6,,51.8,41.2,77.0,37.2
2020,PT19,PT193,64.7,93.1,56.3,57.4,54.5,30.5,21.6,,66.3,,,66.3,80.5,,80.5,,51.7,44.3,77.5,33.3
2021,PT19,PT193,63.4,89.8,54.7,55.0,56.9,29.2,,15.5,65.1,100.0,30.2,,81.9,,84.2,20.4,63.9,47.1,80.7,
2022,PT19,PT193,64.1,90.4,55.9,57.7,57.6,27.0,,11.8,66.4,97.0,31.9,70.2,82.3,,82.3,,67.3,50.8,83.9,
2023,PT19,PT193,50.9,,57.2,59.0,64.8,26.9,19.5,12.9,67.3,97.0,35.7,69.3,77.5,71.2,79.7,18.4,57.5,54.3,85.5,32.6
2024,PT19,PT193,62.4,86.2,54.4,55.4,82.9,,21.7,12.4,68.5,100.0,33.9,71.5,73.8,71.0,76.7,,54.9,51.0,84.7,29.0
2025,PT19,PT193,62.7,83.4,50.9,55.6,86.1,,,13.9,70.1,98.7,37.8,73.7,77.5,74.7,80.3,,55.3,49.6,87.2,29.1
2026,PT19,PT193,62.3,85.9,50.6,51.7,63.9,28.1,19.4,16.9,71.5,98.0,39.4,77.0,78.4,77.0,77.4,19.3,57.9,53.3,87.4,33.1
2016,PT19,PT194,62.0,96.8,,27.2,35.3,,61.9,67.5,81.0,87.1,,74.9,63.0,38.8,62.7,12.4,71.2,64.3,61.2,88.1
2017,PT19,PT194,32.9,,67.1,,27.5,17.1,62.1,,54.8,85.2,4.0,75.2,51.7,41.3,62.1,,64.9,64.9,,
2018,PT19,PT194,32.0,,64.4,28.5,30.2,15.8,59.8,65.3,79.0,86.6,,71.5,61.1,37.7,,15.6,70.1,60.9,60.8,88.6
2019,PT19,PT194,62.2,91.7,67.3,,31.3,15.6,60.1,61.7,79.2,84.1,,74.4,61.8,39.4,62.0,15.9,72.6,63.3,62.4,92.2
2020,PT19,PT194,28.9,,,28.9,32.4,18.2,59.1,61.8,40.6,81.2,0.0,,62.6,39.7,61.6,13.4,76.7,62.0,,91.4
2021,PT19,PT194,61.2,92.5,70.1,,38.5,,61.2,61.9,36.5,,0.0,73.1,52.6,42.1,63.1,,82.2,,69.4,94.9
2022,PT19,PT194,62.1,93.5,,30.8,32.2,20.5,61.1,62.7,51.9,81.6,0.0,74.1,65.3,44.6,65.7,14.5,76.0,64.5,67.5,96.1
2023,PT19,PT194,50.9,90.4,71.7,33.9,33.4,20.5,59.6,60.7,37.4,,0.5,74.3,63.8,42.6,,15.1,74.6,62.7,65.9,95.2
2024,PT19,PT194,65.7,93.9,,37.4,34.4,24.4,58.5,62.7,50.8,77.6,0.0,74.8,64.6,41.1,68.8,16.1,74.8,60.0,69.2,95.3
2025,PT19,PT194,51.0,92.5,75.2,35.7,32.7,23.2,60.7,64.3,75.2,,,75.2,52.2,38.3,66.2,,65.2,63.2,67.1,
2026,PT19,PT194,61.7,96.4,73.0,,37.9,,57.2,67.0,75.6,78.9,,72.3,75.1,,65.9,15.7,74.8,65.8,67.4,91.1
2016,PT19,PT195,49.0,22.9,55.0,79.2,41.8,63.2,86.1,51.7,43.2,43.2,,,74.8,74.8,,,54.5,50.0,58.9,
2017,PT19,PT195,50.4,24.1,51.4,78.6,11.3,,88.7,,33.7,42.1,7.3,51.7,51.0,,76.1,74.0,55.1,50.3,60.0,
2018,PT19,PT195,51.3,25.1,48.2,76.9,31.9,,89.5,46.7,35.6,44.7,8.8,53.3,53.8,78.9,,71.3,61.1,,62.9,59.3
2019,PT19,PT195,51.0,24.4,46.1,74.6,41.9,61.5,90.5,45.4,35.9,44.5,9.7,53.6,78.2,81.8,74.5,,62.2,,61.5,63.0
2020,PT19,PT195,50.7,26.2,46.0,72.0,42.7,62.3,91.8,42.4,31.7,,7.6,55.7,61.3,81.8,70.6,68.6,61.0,,61.6,60.3
2021,PT19,PT195,72.9,,,72.9,43.9,63.5,90.6,41.3,6.9,,6.9,,58.5,79.3,67.1,71.0,57.9,,58.4,57.4
2022,PT19,PT195,48.7,22.8,,74.6,38.0,66.0,90.1,,35.2,42.8,7.3,55.6,57.5,77.6,67.3,72.4,52.8,39.9,61.2,57.4
2023,PT19,PT195,49.4,19.7,47.7,76.1,45.0,64.8,87.6,42.2,34.2,40.6,6.0,56.1,57.1,75.8,64.2,68.6,55.0,41.4,62.5,61.0
2024,PT19,PT195,47.0,19.1,50.5,72.5,44.9,63.7,84.7,44.4,30.4,,5.0,55.9,71.2,78.1,64.3,,56.9,44.1,64.9,61.8
2025,PT19,PT195,48.7,21.7,49.9,74.3,45.4,67.1,84.3,46.6,30.5,35.3,2.0,54.1,50.1,,66.8,66.6,58.2,42.7,67.2,64.7
2026,PT19,PT195,62.8,,47.7,73.3,40.8,63.2,81.7,,28.7,32.6,0.0,53.5,55.4,74.9,,64.1,57.1,41.0,64.0,66.4
2016,PT19,PT196,52.6,74.2,69.0,,94.8,97.6,7.9,,20.1,,,20.1,34.7,,38.1,68.7,51.3,57.9,62.6,33.4
2017,PT19,PT196,54.6,72.6,65.8,57.1,71.7,97.1,7.3,74.6,23.2,28.6,18.0,23.0,37.2,42.1,37.0,67.5,60.9,,60.9,
2018,PT19,PT196,47.2,,61.9,56.2,57.4,,9.0,76.2,25.5,30.9,,20.2,40.5,42.3,38.6,,52.2,61.3,57.7,37.5
2019,PT19,PT196,48.9,,58.7,56.5,72.5,96.3,5.9,72.8,22.6,32.7,14.4,20.8,39.0,,41.0,63.0,47.0,60.3,,33.8
2020,PT19,PT196,59.4,79.4,57.1,55.9,72.0,92.4,7.1,69.2,23.0,29.1,18.3,21.5,39.6,41.8,40.9,64.0,53.1,62.3,60.0,37.0
2021,PT19,PT196,61.0,81.2,53.5,55.4,62.5,94.3,,69.3,23.4,28.1,17.5,24.6,40.2,44.7,40.2,64.3,52.5,58.5,61.1,37.9
2022,PT19,PT196,62.1,85.0,53.9,55.2,30.7,,,69.3,24.7,29.0,18.0,27.0,44.0,48.7,,60.8,47.7,,57.4,38.0
2023,PT19,PT196,72.4,87.9,,56.9,73.9,93.5,4.4,67.4,23.6,26.8,15.8,28.2,43.8,50.4,,62.8,52.0,61.1,56.4,38.5
2024,PT19,PT196,63.5,88.4,53.2,55.2,73.8,96.3,7.9,67.0,21.3,25.1,17.5,,43.3,47.3,44.4,61.8,58.6,57.8,59.5,
2025,PT19,PT196,61.3,85.5,55.2,53.7,74.2,97.8,9.8,65.3,22.1,26.0,18.3,,45.1,47.8,46.7,59.2,51.9,57.6,61.4,36.7
2026,PT19,PT196,64.8,86.6,56.9,,76.9,100.0,6.4,62.9,26.1,28.2,18.0,32.2,44.0,,50.3,62.3,51.0,,65.0,37.1
2016,PT1A,PT1A0,28.2,,73.1,29.5,75.5,84.1,33.0,,74.1,74.1,,,29.5,,,70.5,51.5,38.3,64.8,
2017,PT1A,PT1A0,35.6,42.2,,29.0,70.0,,32.7,27.2,72.5,70.4,74.5,,53.5,,79.0,72.1,43.0,40.9,66.5,21.5
2018,PT1A,PT1A0,33.1,38.9,,27.3,73.3,81.8,32.2,29.6,74.6,70.4,71.6,81.8,55.3,64.6,76.5,75.3,43.7,,62.8,24.6
2019,PT1A,PT1A0,30.7,39.9,71.8,24.0,68.2,,31.8,,72.8,68.0,68.9,81.4,52.4,,77.8,73.1,28.4,,,28.4
2020,PT1A,PT1A0,31.1,38.8,72.8,27.4,70.2,,29.3,30.2,67.6,69.0,66.2,,63.9,63.9,,,44.6,49.2,56.5,28.2
2021,PT1A,PT1A0,29.3,38.1,74.8,24.7,77.7,91.4,25.9,32.4,72.4,72.6,63.2,81.3,53.6,65.3,74.0,78.4,45.5,,59.3,31.6
2022,PT1A,PT1A0,30.2,42.0,73.7,22.3,78.6,93.4,27.4,30.3,76.3,74.8,,77.9,69.3,64.9,73.7,,45.4,49.3,58.9,27.9
2023,PT1A,PT1A0,31.6,43.6,74.2,25.3,79.4,91.1,23.5,29.3,77.2,77.2,,,53.6,64.5,73.4,77.0,39.5,50.9,,28.0
2024,PT1A,PT1A0,34.0,40.6,72.6,,80.3,87.6,26.9,,77.7,79.8,,75.6,48.4,,74.9,78.2,51.5,51.5,,
2025,PT1A,PT1A0,25.4,,74.6,,73.5,,26.5,26.5,,,,,57.5,67.8,78.9,74.2,46.5,,59.5,33.6
2026,PT1A,PT1A0,32.2,39.1,71.4,29.0,82.2,87.1,22.7,,72.2,,,72.2,56.3,64.7,80.2,76.1,47.3,48.7,59.2,34.1
2016,PT1B,PT1B0,46.1,67.7,40.6,11.2,45.7,57.3,71.7,48.6,50.5,36.6,65.3,49.5,54.8,5.1,77.8,18.6,71.5,66.5,95.7,52.4
2017,PT1B,PT1B0,39.8,69.9,,9.6,39.9,,69.3,50.9,52.9,38.8,66.9,,42.2,8.2,76.2,,50.1,,,50.1
2018,PT1B,PT1B0,47.6,73.6,38.3,7.5,43.2,55.4,71.4,54.5,53.0,35.6,70.3,,79.2,,75.2,16.8,72.8,71.4,97.9,49.0
2019,PT1B,PT1B0,68.5,73.9,36.9,,48.2,,,51.8,71.0,,71.0,,56.9,10.6,75.6,15.5,73.4,71.7,96.0,52.6
2020,PT1B,PT1B0,46.6,71.1,33.6,2.2,52.2,56.1,,51.8,38.9,33.1,,44.7,59.1,13.1,76.7,12.5,73.2,69.3,98.1,52.2
2021,PT1B,PT1B0,44.9,72.1,37.3,0.0,53.3,58.8,,52.1,49.7,34.9,70.4,43.8,57.0,13.7,73.3,16.1,73.6,66.9,100.0,53.8
2022,PT1B,PT1B0,45.4,73.3,37.0,0.0,45.2,62.0,72.1,54.3,41.6,38.8,,44.5,56.1,16.7,71.2,19.7,71.6,63.5,96.6,54.6
2023,PT1B,PT1B0,30.8,,39.6,1.2,47.8,65.5,70.0,,55.8,,65.5,46.1,18.6,18.6,,,73.5,63.4,100.0,57.1
2024,PT1B,PT1B0,43.5,68.5,41.8,3.7,46.4,63.6,73.3,51.0,51.0,45.7,64.7,42.7,46.0,18.5,,26.5,100.0,,100.0,
2025,PT1B,PT1B0,32.6,,41.5,6.7,45.2,61.5,71.1,,52.1,47.9,66.6,41.8,52.6,19.0,65.7,26.9,75.2,63.6,100.0,62.0
2026,PT1B,PT1B0,37.3,64.7,,9.9,45.0,64.8,74.8,,52.0,49.5,65.8,40.7,53.2,22.2,62.5,25.1,75.7,65.3,97.3,64.6
2016,PT1C,PT1C1,24.5,32.5,,16.5,62.3,9.3,20.3,2.2,39.2,,47.4,31.0,24.7,22.9,15.2,64.0,91.2,,91.2,
